problemId,tags,rating,name,solved
494:A,greedy,1500.0,Treasure,5547
493:E,math,2800.0,Vasya and Polynomial,444
493:D,constructive algorithms+games+math,1700.0,Vasya and Chess,8712
493:C,binary search+brute force+data structures+implementation+sortings+two pointers,1600.0,Vasya and Basketball,6033
493:B,implementation,1400.0,Vasya and Wrestling,11813
493:A,implementation,1300.0,Vasya and Football,5787
492:E,math,2000.0,Vanya and Field,1518
492:D,binary search+implementation+math+sortings,1800.0,Vanya and Computer Game,2955
492:C,greedy+sortings,1400.0,Vanya and Exams,11802
492:B,binary search+implementation+math+sortings,1200.0,Vanya and Lanterns,57926
492:A,implementation,800.0,Vanya and Cubes,36434
491:C,flows+graph matchings,2300.0,Deciphering,321
491:B,greedy+math,2100.0,New York Hotel,424
491:A,constructive algorithms+implementation,1000.0,Up the hill,2361
490:F,data structures+dfs and similar+dp+trees,2200.0,Treeland Tour,1265
490:E,binary search+brute force+greedy+implementation,2000.0,Restoring Increasing Sequence,1408
490:D,brute force+dfs and similar+math+meet-in-the-middle+number theory,1900.0,Chocolate,1970
490:C,brute force+math+number theory+strings,1700.0,Hacking Cypher,8239
490:B,dsu+implementation,1500.0,Queue,5502
490:A,greedy+implementation+sortings,800.0,Team Olympiad,44317
489:F,combinatorics+dp,2100.0,Special Matrices,1508
489:E,binary search+dp,2300.0,Hiking,902
489:D,brute force+combinatorics+dfs and similar+graphs,1700.0,Unbearable Controversy of Being,6155
489:C,dp+greedy+implementation,1400.0,Given Length and Sum of Digits...,38290
489:B,dfs and similar+dp+graph matchings+greedy+sortings+two pointers,1200.0,BerSU Ball,37763
489:A,greedy+implementation+sortings,1200.0,SwapSort,8496
488:B,brute force+constructive algorithms+math,1900.0,Candy Boxes,2014
488:A,brute force,1100.0,Giga Tower,12676
487:E,data structures+dfs and similar+graphs+trees,3200.0,Tourists,1312
487:D,data structures,2700.0,Conveyor Belts,766
487:C,constructive algorithms+math+number theory,2300.0,Prefix Product Sequence,2116
487:B,binary search+data structures+dp+two pointers,2000.0,Strip,2972
487:A,binary search+brute force+implementation,1800.0,Fight the Monster,3514
486:E,data structures+dp+greedy+hashing+math,2200.0,LIS of Sequence,1782
486:D,dfs and similar+dp+math+trees,2100.0,Valid Sets,3504
486:C,brute force+greedy+implementation,1700.0,Palindrome Transformation,10620
486:B,greedy+hashing+implementation,1300.0,OR in Matrix,14612
486:A,implementation+math,800.0,Calculating Function,82034
485:B,brute force+greedy,1300.0,Valuable Resources,6187
485:A,implementation+math+matrices,1400.0,Factory,7537
484:E,binary search+constructive algorithms+data structures,2500.0,Sign on Fence,1727
484:D,data structures+dp+greedy,2400.0,Kindergarten,2087
484:C,implementation+math,2600.0,Strange Sorting,500
484:B,binary search+math+sortings+two pointers,2100.0,Maximum Value,6049
484:A,bitmasks+constructive algorithms,1700.0,Bits,9228
483:B,binary search+math,1800.0,Friends and Presents,3786
483:A,brute force+implementation+math+number theory,1100.0,Counterexample ,18921
482:E,data structures+trees,3200.0,ELCA,155
482:D,combinatorics+dp+trees,2700.0,Random Function and Tree,408
482:C,bitmasks+dp+probabilities,2600.0,Game with Strings,741
482:B,constructive algorithms+data structures+trees,1800.0,Interesting Array,5465
482:A,constructive algorithms+greedy,1200.0,Diverse Permutation,8625
480:E,data structures+divide and conquer,2800.0,Parking Lot,429
480:D,dp+graphs,2600.0,Parcels,418
479:E,combinatorics+dp,1900.0,Riding in a Lift,4479
479:D,binary search+greedy+implementation,1700.0,Long Jumps,4494
479:C,greedy+sortings,1400.0,Exams,24358
479:B,brute force+constructive algorithms+greedy+implementation+sortings,1400.0,Towers,6983
479:A,brute force+math,1000.0,Expression,70325
478:E,brute force+dfs and similar+meet-in-the-middle+sortings,2900.0,Wavy numbers,174
478:D,dp,2000.0,Red-Green Towers,4912
478:C,greedy,1800.0,Table Decorations,15301
478:B,combinatorics+constructive algorithms+greedy+math,1300.0,Random Teams,29859
478:A,implementation,1100.0,Initial Bet,22708
477:E,data structures,3100.0,Dreamoon and Notepad,107
477:D,dp+strings,2700.0,Dreamoon and Binary,451
476:E,dp+strings,2200.0,Dreamoon and Strings,1650
476:D,constructive algorithms+greedy+math,1900.0,Dreamoon and Sets,3933
476:C,math,1600.0,Dreamoon and Sums,5138
476:B,bitmasks+brute force+combinatorics+dp+math+probabilities,1300.0,Dreamoon and WiFi,24199
476:A,implementation+math,1000.0,Dreamoon and Stairs,33110
475:F,data structures,2900.0,Meta-universe,197
475:E,dfs and similar,2700.0,Strongly Connected City 2,329
475:D,brute force+data structures+math,2000.0,CGCDSSQ,3565
475:C,brute force+constructive algorithms+greedy,2100.0,Kamal-ol-molk's Painting,745
475:B,brute force+dfs and similar+graphs+implementation,1400.0,Strongly Connected City,7508
475:A,implementation,1100.0,Bayan Bus,4543
474:F,data structures+math+number theory,2100.0,Ant colony,5988
474:E,binary search+data structures+dp+sortings+trees,2000.0,Pillars,2586
474:D,dp,1700.0,Flowers,19886
474:C,brute force+geometry,2000.0,Captain Marmot,2904
474:B,binary search+implementation,1200.0,Worms,34184
474:A,implementation,900.0,Keyboard,33348
472:G,bitmasks+data structures+fft,2800.0,Design Tutorial: Increase the Constraints,330
472:F,constructive algorithms+math+matrices,2700.0,Design Tutorial: Change the Goal,230
472:E,constructive algorithms+implementation,2800.0,Design Tutorial: Learn from a Game,112
472:D,dfs and similar+dsu+shortest paths+trees,1900.0,Design Tutorial: Inverse the Problem,4087
472:C,greedy,1400.0,Design Tutorial: Make It Nondeterministic,6171
472:B,,1300.0,Design Tutorial: Learn from Life,6851
472:A,math+number theory,800.0,Design Tutorial: Learn from Math,46847
471:E,data structures+dsu,2700.0,MUH and Lots and Lots of Segments,64
471:D,string suffix structures+strings,1800.0,MUH and Cube Walls,6015
471:C,binary search+brute force+greedy+math,1700.0,MUH and House of Cards,3418
471:B,implementation+sortings,1300.0,MUH and Important Things,5702
471:A,implementation,1100.0,MUH and Sticks,12541
470:H,*special,2300.0,Array Sorting,174
470:G,*special,2300.0,Hamming Distance,84
470:F,*special,2300.0,Pairwise Sums,91
470:E,*special,1900.0,Chessboard,181
470:D,*special,1900.0,Caesar Cipher,136
470:C,*special,1900.0,Eval,160
470:B,*special,1800.0,Hexakosioihexekontahexaphobia,246
470:A,*special+implementation,1400.0,Crystal Ball Sequence,626
469:B,implementation,1300.0,Chat Online,11199
469:A,greedy+implementation,800.0,I Wanna Be the Guy,71162
468:E,dp+graph matchings+math+meet-in-the-middle,3100.0,Permanent,225
468:D,graph matchings,3100.0,Tree,295
468:C,binary search+constructive algorithms+math,2500.0,Hack it!,1744
468:B,2-sat+dfs and similar+dsu+graph matchings+greedy,2000.0,Two Sets,3305
468:A,constructive algorithms+greedy+math,1500.0,24 Game,7216
467:E,data structures+dp+greedy,2300.0,Alex and Complicated Task,684
467:D,dfs and similar+dp+graphs+hashing+strings,2400.0,Fedor and Essay,1512
467:C,dp+implementation,1700.0,George and Job,12304
467:B,bitmasks+brute force+constructive algorithms+implementation,1100.0,Fedor and New Game,30034
467:A,implementation,800.0,George and Accommodation,87137
466:E,dfs and similar+dsu+graphs+trees,2100.0,Information Graph,1747
466:D,combinatorics+dp,2100.0,Increase Sequence,2507
466:C,binary search+brute force+data structures+dp+two pointers,1700.0,Number of Ways,29397
466:B,brute force+math,2000.0,Wonder Room,4213
466:A,implementation,1200.0,Cheap Travel,47361
465:B,implementation,1000.0,Inbox (100500),9348
465:A,implementation,900.0,inc ARG,9055
464:E,data structures+graphs+shortest paths,3000.0,The Classic Problem,817
464:D,dp+probabilities,2700.0,World of Darkraft - 2,566
464:C,dp,2100.0,Substitutes in Number,1569
464:B,brute force+geometry,2000.0,Restore Cube ,1613
464:A,greedy+strings,1700.0,No to Palindromes!,5523
463:E,brute force+dfs and similar+math+number theory+trees,2100.0,Caisa and Tree,1236
463:D,dfs and similar+dp+graphs+implementation,1900.0,Gargari and Permutations,5299
463:C,greedy+hashing+implementation,1900.0,Gargari and Bishops,7749
463:B,brute force+implementation+math,1100.0,Caisa and Pylons,21425
463:A,brute force+implementation,1200.0,Caisa and Sugar,8228
462:B,greedy,1300.0,Appleman and Card Game,12134
462:A,brute force+implementation,1000.0,Appleman and Easy Task,14883
461:E,binary search+shortest paths+strings,3000.0,Appleman and a Game,280
461:D,dsu+math,2800.0,Appleman and Complicated Task,319
461:C,data structures+implementation,2200.0,Appleman and a Sheet of Paper,1259
461:B,dfs and similar+dp+trees,2000.0,Appleman and Tree,4534
461:A,greedy+sortings,1200.0,Appleman and Toastman,13884
460:E,brute force+geometry+math+sortings,2700.0,Roland and Rose,307
460:D,brute force+constructive algorithms+math,2300.0,Little Victor and Set,920
460:C,binary search+data structures+greedy,1700.0,Present,5340
460:B,brute force+implementation+math+number theory,1500.0,Little Dima and Equation,10610
460:A,brute force+implementation+math,900.0,Vasya and Socks,38057
459:E,dp+sortings,1900.0,Pashmak and Graph,4746
459:D,data structures+divide and conquer+sortings,1800.0,Pashmak and Parmida's problem,7912
459:C,combinatorics+constructive algorithms+math,1900.0,Pashmak and Buses,5747
459:B,combinatorics+implementation+sortings,1300.0,Pashmak and Flowers,31912
459:A,implementation,1200.0,Pashmak and Garden,26931
457:F,dp+games+greedy+trees,3200.0,An easy problem about trees,63
457:E,constructive algorithms+flows+math,3000.0,Flow Optimality,64
457:D,combinatorics+math+probabilities,2700.0,Bingo!,230
457:C,brute force,2100.0,Elections,790
457:B,greedy,1900.0,Distributed Join,1093
457:A,math+meet-in-the-middle,1700.0,Golden System,1144
456:B,math+number theory,1200.0,Fedya and Maths,13983
456:A,sortings,1100.0,Laptops,36033
455:E,data structures,2900.0,Function,573
455:D,data structures,2700.0,Serega and Fun,2342
455:C,dfs and similar+dp+dsu+ternary search+trees,2100.0,Civilization,4562
455:B,dfs and similar+dp+games+implementation+strings+trees,1900.0,A Lot of Games,4941
455:A,dp,1500.0,Boredom,44478
454:B,implementation,1200.0,Little Pony and Sort by Shift,15999
454:A,implementation,800.0,Little Pony and Crystal Mine,13012
453:E,data structures,3100.0,Little Pony and Lord Tirek,498
453:D,dp+matrices,3000.0,Little Pony and Elements of Harmony,402
453:C,constructive algorithms+dfs and similar+graphs,2200.0,Little Pony and Summer Sun Celebration,1458
453:B,bitmasks+brute force+dp,2000.0,Little Pony and Harmony Chest,3984
453:A,probabilities,1600.0,Little Pony and Expected Maximum,8666
452:F,data structures+divide and conquer+hashing,2700.0,Permutation,928
452:E,data structures+dsu+string suffix structures+strings,2400.0,Three strings,881
452:D,greedy+implementation,1900.0,"Washer, Dryer, Folder",1309
452:C,combinatorics+math+probabilities,2100.0,Magic Trick,1284
452:B,brute force+constructive algorithms+geometry+trees,1800.0,4-point polyline,1915
452:A,brute force+implementation+strings,1000.0,Eevee,7058
451:E,bitmasks+combinatorics+number theory,2300.0,Devu and Flowers,2531
451:D,math,2000.0,Count Good Substrings,4245
451:C,brute force+implementation+math,1700.0,Predict Outcome of the Game,3126
451:B,implementation+sortings,1300.0,Sort the Array,35000
451:A,implementation,900.0,Game With Sticks,52196
450:B,implementation+math,1300.0,Jzzhu and Sequences,21813
450:A,implementation,1000.0,Jzzhu and Children,24938
449:E,dp+math+number theory,2900.0,Jzzhu and Squares,242
449:D,bitmasks+combinatorics+dp,2400.0,Jzzhu and Numbers,3154
449:C,constructive algorithms+number theory,2500.0,Jzzhu and Apples,2015
449:B,graphs+greedy+shortest paths,2000.0,Jzzhu and Cities,6244
449:A,greedy+math,1700.0,Jzzhu and Chocolate,3738
448:E,brute force+dfs and similar+implementation+number theory,2200.0,Divisors,1320
448:D,binary search+brute force,1800.0,Multiplication Table,10841
448:C,divide and conquer+dp+greedy,1900.0,Painting Fence,6836
448:B,implementation+strings,1400.0,Suffix Structures,13847
448:A,implementation,800.0,Rewards,21908
447:B,greedy+implementation,1000.0,DZY Loves Strings,17929
447:A,implementation,800.0,DZY Loves Hash,8305
446:E,math+matrices,3100.0,DZY Loves Bridges,96
446:D,math+matrices+probabilities,2800.0,DZY Loves Games,292
446:C,data structures+math+number theory,2400.0,DZY Loves Fibonacci Numbers,2570
446:B,brute force+data structures+greedy,2000.0,DZY Loves Modification,3283
446:A,dp+implementation+two pointers,1600.0,DZY Loves Sequences,11181
445:B,dfs and similar+dsu+greedy,1400.0,DZY Loves Chemistry,10245
445:A,dfs and similar+implementation,1200.0,DZY Loves Chessboard,22973
444:E,binary search+dsu+trees,2700.0,DZY Loves Planting,582
444:D,binary search+hashing+strings+two pointers,2500.0,DZY Loves Strings,651
444:C,data structures,2400.0,DZY Loves Colors,2360
444:B,probabilities,2300.0,DZY Loves FFT,957
444:A,greedy+math,1600.0,DZY Loves Physics,3105
443:B,brute force+implementation+strings,1500.0,Kolya and Tandem Repeat,3781
443:A,constructive algorithms+implementation,800.0,Anton and Letters,65494
442:E,geometry,3100.0,Gena and Second Distance,146
442:D,data structures+trees,2600.0,Adam and Tree,780
442:C,data structures+greedy,2500.0,Artem and Array ,1442
442:B,greedy+math+probabilities,1800.0,Andrey and Problem,4542
442:A,bitmasks+brute force+implementation,1700.0,Borya and Hanabi,2024
441:E,bitmasks+dp+math+probabilities,2400.0,Valera and Number,460
441:D,constructive algorithms+dsu+graphs+implementation+math+string suffix structures,2100.0,Valera and Swaps,992
441:C,constructive algorithms+dfs and similar+implementation,1500.0,Valera and Tubes ,10060
441:B,greedy+implementation,1400.0,Valera and Fruits,6433
441:A,implementation,1000.0,Valera and Antique Items,16687
440:D,dp+trees,2200.0,Berland Federalization,449
440:C,brute force+dfs and similar+divide and conquer,1800.0,One-Based Arithmetic,802
440:B,greedy+implementation,1600.0,Balancer,1769
440:A,implementation,800.0,Forgotten Episode,5721
439:E,combinatorics+dp+math,2100.0,Devu and Birthday Celebration,1342
439:D,binary search+sortings+ternary search+two pointers,1700.0,Devu and his Brother,4941
439:C,brute force+constructive algorithms+implementation+number theory,1700.0,Devu and Partitioning of the Array,3621
439:B,implementation+sortings,1200.0,"Devu, the Dumb Guy",12823
439:A,greedy+implementation,900.0,"Devu, the Singer and Churu, the Joker",22333
438:E,combinatorics+divide and conquer+fft+number theory,3100.0,The Child and Binary Tree,1495
438:D,data structures+math,2300.0,The Child and Sequence,5740
437:E,dp+geometry,2500.0,The Child and Polygon,626
437:D,dsu+sortings,1900.0,The Child and Zoo,2879
437:C,graphs+greedy+sortings,1400.0,The Child and Toy,12311
437:B,bitmasks+greedy+implementation+sortings,1500.0,The Child and Set,8251
437:A,implementation,1300.0,The Child and Homework,8376
436:F,brute force+data structures+dp,3000.0,Banners,286
436:E,data structures+greedy,2600.0,Cardboard Box,835
436:D,dp,2800.0,Pudding Monsters,273
436:C,dsu+graphs+greedy+trees,1800.0,Dungeons and Candies,2423
436:B,implementation+math,1400.0,Om Nom and Spiders,2961
436:A,greedy,1500.0,Feed with Candy,3140
435:E,,2500.0,Special Graph,199
435:D,brute force+dp+greedy,2000.0,Special Grid,714
435:C,implementation,1600.0,Cardiogram,2449
435:B,greedy,1400.0,Pasha Maximizes,5974
435:A,implementation,1000.0,Queue on Bus Stop,8901
434:E,binary search+divide and conquer+sortings+trees,3000.0,Furukawa Nagisa's Tree,205
434:D,flows,2900.0,Nanami's Power Plant,335
433:E,dp,2500.0,Tachibana Kanade's Tofu,424
433:D,dsu+implementation,2000.0,Nanami's Digital Board,1002
433:C,implementation+math+sortings,1800.0,Ryouko's Memory Note,2255
433:B,dp+implementation+sortings,1200.0,Kuriyama Mirai's Stones,27209
433:A,brute force+implementation,1100.0,Kitahara Haruki's Gift,13271
432:E,constructive algorithms+greedy,2300.0,Square Tiling,612
432:D,dp+string suffix structures+strings+two pointers,2000.0,Prefixes and Suffixes,6564
432:C,greedy+sortings,1800.0,Prime Swaps,2334
432:B,brute force+greedy+implementation,1200.0,Football Kit,10768
432:A,greedy+implementation+sortings,800.0,Choosing Teams,45858
431:E,binary search+data structures+ternary search,2200.0,Chemistry Experiment,698
431:D,binary search+bitmasks+combinatorics+dp+math,2100.0,Random Task,1926
431:C,dp+implementation+trees,1600.0,k-Tree,20606
431:B,brute force+implementation,1200.0,Shower Line,9397
431:A,implementation,800.0,Black Square,40092
430:B,brute force+two pointers,1400.0,Balls Game,3335
430:A,constructive algorithms+sortings,1600.0,Points and Segments (easy),2098
429:E,graphs,3000.0,Points and Segments,669
429:D,data structures+divide and conquer+geometry,2200.0,Tricky Function,2233
429:C,bitmasks+constructive algorithms+dp+greedy+trees,2300.0,Guess the Tree,814
429:B,dp,1600.0,Working out,7564
429:A,dfs and similar+trees,1300.0,Xor-tree,8816
427:E,greedy+implementation+math+ternary search,2000.0,Police Patrol,1340
427:D,dp+string suffix structures+strings,2200.0,Match & Catch,1839
427:C,dfs and similar+graphs+two pointers,1700.0,Checkposts,10542
427:B,data structures+implementation,1100.0,Prison Transfer,12229
427:A,implementation,800.0,Police Recruits,54806
426:B,implementation,1300.0,Sereja and Mirroring,3578
426:A,implementation,800.0,Sereja and Mugs,8093
425:E,dp,2500.0,Sereja and Sets,478
425:D,binary search+data structures+hashing,2300.0,Sereja and Squares,1271
425:C,data structures+dp,2300.0,Sereja and Two Sequences,848
425:B,bitmasks+greedy,2200.0,Sereja and Table ,1215
425:A,brute force+sortings,1500.0,Sereja and Swaps,3560
424:E,dfs and similar+dp+probabilities,2500.0,Colored Jenga,106
424:D,binary search+brute force+constructive algorithms+data structures+dp,2300.0,Biathlon Track,527
424:C,math,1600.0,Magic Formulas,4713
424:B,binary search+greedy+implementation+sortings,1200.0,Megacity,6458
424:A,implementation,900.0,Squats,7276
421:D,binary search+data structures+sortings,1900.0,Bug in Code,433
421:A,constructive algorithms+implementation,800.0,Pasha and Hamsters,5134
420:E,geometry,2600.0,Playing the ball,169
420:D,data structures,2200.0,Cup Trick,665
420:C,data structures+graphs+implementation+two pointers,1900.0,Bug in Code,1141
420:B,implementation,1800.0,Online Meeting,982
420:A,implementation,1000.0,Start Up,5045
418:E,data structures,3100.0,Tricky Password,199
418:D,data structures+graphs+trees,2800.0,Big Problems for Organizers,394
417:E,constructive algorithms+math+probabilities,2400.0,Square Table,669
417:D,bitmasks+dp+greedy+sortings,1900.0,Cunning Gena,2009
417:C,constructive algorithms+graphs+implementation,1400.0,Football,4372
417:B,implementation,1400.0,Crash,1655
417:A,dp+implementation+math,1500.0,Elimination,2553
416:E,dp+graphs+shortest paths,2500.0,President's Path,1238
416:D,greedy+implementation+math,2400.0,Population Size,772
416:C,binary search+dp+greedy+implementation,1600.0,Booking System,6916
416:B,brute force+dp+implementation,1300.0,Art Union,7752
416:A,greedy+implementation+two pointers,1400.0,Guess a number!,7851
415:B,binary search+greedy+implementation+math,1500.0,Mashmokh and Tokens,5492
415:A,implementation,900.0,Mashmokh and Lights,8112
414:E,data structures,3200.0,Mashmokh's Designed Problem,153
414:D,binary search+data structures+greedy+trees+two pointers,2300.0,Mashmokh and Water Tanks,629
414:C,combinatorics+divide and conquer,2100.0,Mashmokh and Reverse Operation,1990
414:B,combinatorics+dp+number theory,1400.0,Mashmokh and ACM,17362
414:A,constructive algorithms+number theory,1500.0,Mashmokh and Numbers,9047
413:E,data structures+divide and conquer,2200.0,Maze 2D,497
413:D,bitmasks+dp,2000.0,2048,661
413:C,greedy+math,1400.0,Jeopardy!,2086
413:B,implementation,1300.0,Spyke Chatting,1580
413:A,implementation,1200.0,Data Recovery,2325
412:E,implementation,1900.0,E-mail Addresses,751
412:D,dfs and similar,2000.0,Giving Awards,1616
412:C,implementation+strings,1200.0,Pattern,3377
412:B,greedy+sortings,900.0,Network Configuration,4609
412:A,greedy+implementation,900.0,Poster,3865
411:C,implementation,1700.0,Kicker,978
411:B,implementation,1600.0,Multi-core Processor,1192
411:A,*special+implementation,800.0,Password Check,5835
409:I,*special,2400.0,Feed the Golorp,98
409:H,*special+brute force+constructive algorithms+dsu+implementation,1500.0,A + B Strikes Back,7284
409:G,*special+geometry,2200.0,On a plane,451
409:F,*special,1900.0,000001,1901
409:E,*special,1800.0,Dome,491
409:D,*special,1700.0,Big Data,1556
409:C,*special,1700.0,Magnum Opus,1810
409:B,*special,1700.0,Mysterious Language,1245
409:A,*special,1700.0,The Great Game,2232
408:B,implementation,1200.0,Garland,7410
408:A,implementation,900.0,Line to Cashier,10039
407:E,data structures,3100.0,k-d-sequence,535
407:D,dp+hashing,2700.0,Largest Submatrix 3,465
407:C,brute force+combinatorics+implementation+math,2500.0,Curious Array,853
407:B,dp+implementation,1600.0,Long Path,5941
407:A,brute force+geometry+implementation+math,1600.0,Triangle,4466
406:E,implementation+math+two pointers,2800.0,Hamming Triples,191
406:D,dfs and similar+geometry+trees,2200.0,Hill Climbing,1036
405:E,dfs and similar+graphs,2300.0,Graph Cutting,1190
405:D,greedy+implementation+math,1700.0,Toy Sum,2966
405:C,implementation+math,1600.0,Unusual Product,4374
405:B,,1100.0,Domino Effect,5307
405:A,greedy+implementation+sortings,900.0,Gravity Flip,72651
404:E,binary search+greedy+implementation,2200.0,Maze 1D,492
404:D,dp+implementation,1900.0,Minesweeper 1D,1768
404:C,dfs and similar+graphs+sortings,1800.0,Restore Graph,4512
404:B,implementation+math,1500.0,Marathon,2811
404:A,implementation,1000.0,Valera and X,19180
403:E,data structures+implementation+trees,2900.0,Two Rooted Trees,164
403:D,combinatorics+dp,2300.0,Beautiful Pairs of Numbers,981
402:E,graphs+math,2200.0,Strictly Positive Matrix,1863
402:D,dp+greedy+math+number theory,1800.0,Upgrading Array,2315
402:C,brute force+constructive algorithms+graphs,1500.0,Searching for Graph,5099
402:B,brute force+implementation,1400.0,Trees in a Row,3433
402:A,greedy+math,1100.0,Nuts,4352
401:E,math,2500.0,Olympic Games,153
401:D,bitmasks+brute force+combinatorics+dp+number theory,2000.0,Roman and Numbers,3417
401:C,constructive algorithms+greedy+implementation,1400.0,Team,16991
401:B,greedy+implementation+math,1200.0,Sereja and Contests,4242
401:A,implementation+math,800.0,Vanya and Cards,14583
400:E,binary search+bitmasks+data structures,2100.0,Inna and Binary Logic,826
400:D,dsu+graphs+shortest paths,2000.0,Dima and Bacteria,2567
400:C,implementation+math,1500.0,Inna and Huge Candy Matrix,2776
400:B,brute force+implementation+schedules,1200.0,Inna and New Matrix of Candies,6272
400:A,implementation,1000.0,Inna and Choose Options,6202
399:B,,,Red and Blue Balls,1769
399:A,implementation,,Pages,3991
398:E,,,Sorting Permutations,67
398:D,data structures,,Instant Messanger,671
398:C,constructive algorithms,,Tree and Array,200
398:B,dp+probabilities,,Painting The Wall,919
398:A,constructive algorithms+implementation,,Cards,885
397:B,constructive algorithms+implementation+math,,On Corruption and Numbers,713
397:A,implementation,,On Segment's Own Points,2465
396:E,math,,On Iteration of One Well-Known Function,112
396:D,combinatorics+math,,On Sum of Number of Inversions in Permutations,365
396:C,data structures+graphs+trees,,On Changing Tree,1383
396:B,math+number theory,,On Sum of Fractions,956
396:A,combinatorics+math+number theory,,On Number of Decompositions into Multipliers,1378
394:E,geometry,,Lightbulb for Minister,107
394:D,brute force+implementation+math,,Physical Education and Buns,249
394:C,constructive algorithms+greedy,,Dominoes,479
394:B,math,,Very Beautiful Number,544
394:A,brute force+implementation,,Counting Sticks,2580
393:B,,,Three matrices,1795
393:A,,,Nineteen,6179
392:E,,,Deleting Substrings,165
392:D,data structures,,Three Arrays,194
392:C,combinatorics+math+matrices,,Yet Another Number Sequence,496
392:B,dp,,Tower of Hanoi,851
392:A,math,,Blocked Points,932
391:F3,,,Stock Trading,59
391:F2,greedy,,Stock Trading,62
391:F1,dp,,Stock Trading,121
391:E2,,,Three Trees,120
391:E1,,,Three Trees,95
391:D2,data structures,,Supercollider,166
391:D1,brute force,,Supercollider,191
391:C3,,,The Tournament,154
391:C2,greedy,,The Tournament,121
391:C1,brute force,,The Tournament,173
391:B,brute force,,Word Folding,359
391:A,implementation+two pointers,,Genetic Engineering,1482
390:E,,,Inna and Large Sweet Matrix,243
390:D,constructive algorithms,,Inna and Sweet Matrix,492
390:C,data structures,,Inna and Candy Boxes,602
390:B,implementation,,"Inna, Dima and Song",1139
390:A,implementation,,Inna and Alarm Clock,3264
389:B,greedy+implementation,1100.0,Fox and Cross,6472
389:A,greedy+math,1000.0,Fox and Number Game,12382
388:E,geometry,3100.0,Fox and Meteor Shower,104
388:D,math,2700.0,Fox and Perfect Sets,380
388:C,games+greedy+sortings,2000.0,Fox and Card Game,2717
388:B,bitmasks+constructive algorithms+graphs+implementation+math,1900.0,Fox and Minimal path,2234
388:A,greedy+sortings,1400.0,Fox and Box Accumulation,10350
387:E,binary search+data structures,2200.0,George and Cards,783
387:D,graph matchings,2200.0,George and Interesting Graph,814
387:C,greedy+implementation,1700.0,George and Number,2101
387:B,brute force+greedy+two pointers,1200.0,George and Round,11066
387:A,implementation,900.0,George and Sleep,8533
386:D,dp+graphs+implementation+shortest paths,2100.0,Game with Points,343
386:C,dp+strings+two pointers,2000.0,Diverse Substrings,632
386:B,binary search+brute force+implementation,1400.0,"Fly, freebies, fly!",1874
386:A,implementation,800.0,Second-Price Auction,5052
385:E,math+matrices,2300.0,Bear in the Field,522
385:D,bitmasks+dp+geometry,2200.0,Bear and Floodlight,774
385:C,binary search+brute force+data structures+dp+implementation+math+number theory,1700.0,Bear and Prime Numbers,8499
385:B,brute force+greedy+implementation+math+strings,1200.0,Bear and Strings,8355
385:A,brute force+greedy+implementation,1000.0,Bear and Raspberry,14769
384:B,greedy+implementation+sortings+two pointers,1500.0,Multitasking,3237
384:A,implementation,800.0,Coder,14327
383:E,combinatorics+divide and conquer+dp,2700.0,Vowels,1969
383:D,dp,2300.0,Antimatter,2603
383:C,data structures+dfs and similar+trees,2000.0,Propagating tree,5075
383:B,binary search+implementation+sortings+two pointers,2500.0,Volcanoes,609
383:A,data structures+greedy,1600.0,Milking cows,4880
382:E,combinatorics+dp,2600.0,Ksenia and Combinatorics,299
382:D,dfs and similar+graphs+implementation+trees,2200.0,Ksenia and Pawns,599
382:C,implementation+sortings,1700.0,Arithmetic Progression,7452
382:B,binary search+math,2000.0,Number Busters,1330
382:A,greedy+implementation,1100.0,Ksenia and Pan Scales,9811
381:B,greedy+implementation+sortings,1100.0,Sereja and Stairs,6110
381:A,greedy+implementation+two pointers,800.0,Sereja and Dima,42986
380:E,data structures,2600.0,Sereja and Dividing,251
380:D,combinatorics+math,2500.0,Sereja and Cinema,385
380:C,data structures+schedules,2000.0,Sereja and Brackets,10626
380:B,graphs+implementation,2400.0,Sereja and Tree,507
380:A,binary search+brute force,1600.0,Sereja and Prefixes,2500
379:G,dp,3100.0,New Year Cactus,110
379:F,data structures+divide and conquer+trees,2400.0,New Year Tree,1776
379:E,geometry+schedules+sortings,2500.0,New Year Tree Decorations,319
379:D,bitmasks+brute force+dp,2000.0,New Year Letter,1405
379:C,greedy+sortings,1400.0,New Year Ratings Change,6184
379:B,constructive algorithms+implementation,1200.0,New Year Present,6520
379:A,implementation,1000.0,New Year Candles,37798
378:B,implementation+sortings,1300.0,Semifinals,4645
378:A,brute force,800.0,Playing with Dice,20281
377:E,dp+geometry,2800.0,Cookie Clicker,323
377:D,data structures,2400.0,Developing Game,890
377:C,bitmasks+dp+games,2200.0,Captains Mode,987
377:B,binary search+data structures+greedy+sortings,1900.0,Preparing for the Contest,1892
377:A,dfs and similar,1600.0,Maze,17596
376:B,implementation,1300.0,I.O.U.,5373
376:A,implementation+math,900.0,Lever,8274
375:E,dp+implementation+math,3000.0,Red and Black Tree,324
375:D,data structures+dfs and similar+trees,2400.0,Tree and Queries,4898
375:C,bitmasks+shortest paths,2600.0,Circling Round Treasures,427
375:B,data structures+dp+implementation+sortings,1600.0,Maximum Submatrix 2,4699
375:A,math+number theory,1600.0,Divisible by Seven,4172
374:E,binary search+data structures+dsu+geometry+implementation,2600.0,Inna and Babies,161
